No Entidade Certificadora;Nu Ano;Nu Nota Comp1;Nu Nota Comp2;Nu Nota Comp3;Nu Nota Comp4;Nu Nota Comp5;Nu Nota Redacao;Q01;Q02;Q03;Q04;Q05;Q06;Q07;Q08;Q09;Q15;Q16;Q17;Q18;Q19;Q20;Q21;Q31;Q32;Q33;Q34;Q35;Q36;Q37;Q38;Q39;Q40;Q48;Sg Uf Prova;Tp Sexo;Tx Gabarito Ch;Tx Gabarito Cn;Tx Gabarito Lc;Tx Gabarito Mt;Tx Respostas Ch;Tx Respostas Cn;Tx Respostas Lc;Tx Respostas Mt;Co Prova Ch;Co Prova Cn;Co Prova Lc;Co Prova Mt;Co Uf Prova;In Aprovado Ch;In Aprovado Cn;In Aprovado Lc;In Aprovado Mt;In Prova Ch;In Prova Cn;In Prova Lc;In Prova Mt;Nu Idade;Nu Inscricao;Nu Nota Ch;Nu Nota Cn;Nu Nota Lc;Nu Nota Mt;Q10;Q11;Q12;Q13;Q14;Q22;Q23;Q24;Q25;Q26;Q27;Q28;Q29;Q30;Q41;Q42;Q43;Q44;Q45;Q46;Q47;Tp Certificacao;Tp Presenca Ch;Tp Presenca Cn;Tp Presenca Lc;Tp Presenca Mt;Tp Status Redacao
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.2;1.4;1.2;1.2;0;5;B;A;B;F;F;C;B;A;K;A;A;A;A;D;I;F;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCACBABDBBCDAABCCDDCCD*BCBBB;DBCDAADDCCDBBCCACAACBDDDADADAD;DCBACACBCBDBABAAADACAADBCBDCDC;DCCAADBBADCBBCBDBCBADCDBCADACB;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;42;180005932168;122;132;109;106;5;5;5;5;5;5;4;5;4;0;5;5;5;5;0;0;0;5;0;5;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS BELÉM;2019;1.2;1.8;1.4;1.4;0;5.8;B;A;B;A;A;B;A;A;D;E;A;A;A;A;A;D;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DDBCCBBBBABB*CD*AAADBCDDDCACCB;CCDADADBCCDDBCCCCBCABCDDADDBAB;DABCBDC.DCCAACDABDBCCADBCADDCC;BAAAADCAACCCDBDCAABAABDABCDDBA;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;45;180003979225;106;139;117;130;5;5;5;0;5;5;5;5;5;1;5;5;5;0;1;1;0;5;3;5;1;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.2;1.4;1.4;1.4;0;5.4;C;A;B;C;A;D;C;A;D;E;B;A;B;E;J;E;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DABCADBBADABCDDAACBBDBCDCCACAD;CCCBCACBDBDDBCCCBAAABBDDADBBAD;ADBCABCADDBDBDBABCABDDDBCADDCA;AABBABCDBABCADDBCCDAABDACBCCAA;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;36;180004975312;121;125;113;106;5;5;5;5;2;5;5;5;5;0;5;5;5;5;0;0;0;4;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS ANANINDEUA;2019;1.2;1.6;1.6;1.2;1.8;7.4;B;A;B;A;A;A;B;A;K;A;A;A;C;A;L;F;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;ACBCCCBDAABBCDBADBCBDCCDCCACBC;ACDDBADBCCDDBCCCCBBAAADDADAAAD;ADBDBBDCCCDAAADABBDCAACBCADAAC;ADABADDAAABAADDCCCCAACDDADCBCA;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;27;180003976690;129;135;118;112;5;5;5;5;0;5;0;0;5;0;5;5;5;0;0;0;1;5;5;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS PARAUAPEBAS;2019;1.6;1.6;1.4;1.4;0;6;B;A;B;G;C;C;C;A;B;D;B;A;C;D;I;E;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCCDBBBCBBCCAACBBDDBCDCAACBA;CABDBACBCCDBBCCCDADABBDDADDDAB;DBBDDAAAABDBDDAAADDDDCCBCADBCC;CABBADCDCCAAABDBBCACACDACDCBAC;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;24;180003932685;131;153;115;112;5;5;5;5;5;5;4;5;4;0;5;4;5;4;3;3;1;5;1;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS SANTARÉM;2019;1.4;1.4;1;1.2;1.8;6.8;B;B;A;A;B;B;A;A;A;B;B;A;B;C;I;E;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;ABBCADAABCDBDDDAAAADDBBCCAACBA;CCCABACBCCDDADDCCCBCBACDADADAA;ACBAAAACAAAAABBCDAACCABDCACDAC;BCABBDDCACDBCCACADAADDCACBCDAA;201912;201909;201911;201910;15;1;1;1;0;1;1;1;1;21;180006133428;109;110;101;94;2;2;3;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.6;1.4;1.4;1.2;0;5.6;B;B;B;F;F;A;A;A;G;A;A;A;B;C;L;F;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;ACBCCDBBAADBCDACDAAADCCDDBABBA;DCDABDCBDCBBBDCACBAAAADDADACAB;ABBBBAADAACCDCABDCABDCBBCBCDCC;BDBCCADBDBCAADBDCCBCBACDBBCCBA;201912;201909;201911;201910;15;1;1;1;0;1;1;1;1;32;180006019693;114;122;111;99;5;5;5;5;5;5;5;5;4;0;5;5;5;4;0;5;4;5;0;2;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS BELÉM;2019;1.4;1.6;1.4;1.4;1.8;7.6;B;B;B;C;C;C;C;A;K;D;D;A;C;B;J;E;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;CCBCCACACDABA*CADCDCBDBAACBBBC;DABDCDABDBDBBCCCCBACDBDDADDDAD;ABBDBDDCAADAABBCBBBCDCBCCADBCD;BCACADCACBBABCBCACDCDADBBADDCB;201912;201909;201911;201910;15;0;1;1;1;1;1;1;1;30;180003725675;88;147;128;120;5;5;5;5;4;5;4;4;4;0;5;1;1;4;0;0;0;5;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS ANANINDEUA;2019;1.2;1.2;1;1.2;0.8;5.4;C;C;A;A;A;B;B;A;K;B;C;A;B;D;K;F;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;CBBDABABABABBDADBAAAADCDCCACAA;ACCDAABCCBADDCCCBDCBABCAA*BBAD;BCBCBAABABCACABABAADAABBCADBCB;AABCCBCCBCCBBDCAACBBACDBDBCC*B;201912;201909;201911;201910;15;1;1;1;0;1;1;1;1;28;180003952059;103;109;111;90;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS SANTARÉM;2019;1;1.6;1.4;1.4;1.6;7;C;A;B;A;F;C;C;A;C;D;B;A;A;C;J;F;A;;B;;B;B;A;A;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;CCBCCDBCBACBCDAAAAADACCDDCACBC;..............................;BCBDCCCABADAAABADACDDDBBCADBDD;..............................;201912;201909;201911;201910;15;1;0;1;0;1;1;1;1;41;180006014911;120;0;112;0;5;5;5;4;1;5;5;4;5;0;5;2;5;3;1;3;0;5;4;3;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS SANTARÉM;2019;1.6;1.6;1.6;1.4;1.6;7.8;B;A;B;G;B;A;A;A;C;D;A;A;C;A;I;E;A;;B;;B;B;A;A;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DABCCDBABABBBBDDAAADADCDDBBCBD;BCCAADCBCCCDBDCCADDBBCCDCDCDAD;CBDABDBDDBDCDACCDAAADCDBCDDACC;CCBDCBADABDABDDDACADABDAABDBBD;201912;201909;201911;201910;15;1;1;1;0;1;1;1;1;26;180003752875;112;123;110;92;5;5;5;5;0;5;5;5;5;0;5;5;5;0;0;0;0;5;4;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS PARAUAPEBAS;2019;1.2;1.4;1.2;1.2;1.4;6.4;B;C;B;G;G;B;B;A;K;E;D;A;C;C;J;E;A;;B;;B;B;A;A;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;CBACADBDBDDBADAACABDDCCBCCACBC;ABDCADDBCBDDBCCCCBDABCDDADADDD;ACBADACAAABABCBCABDCDDBBCADACC;BDCBCBCDCABBBCDACABCACDBACDBAC;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;23;180003971090;121;128;121;114;0;2;0;2;0;1;1;1;0;1;1;2;3;0;0;0;0;3;3;1;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS PARAGOMINAS;2019;1.2;1.4;1.2;1.2;1.2;6.2;B;A;B;G;F;B;B;A;K;E;A;A;B;D;E;D;A;;B;;B;B;A;B;A;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCCBABBABCBBCDAAABABDCCCCBACBA;ABBAAACBCCDBBCCACAACBDDDADDDAD;ABBABACCDADCDBAABBBC*BBBCDDACC;BACBADCBBCBAADBCADABBCACCDB.*A;201912;201909;201911;201910;15;1;1;1;0;1;1;1;1;32;180004866441;123;138;135;96;5;5;5;5;4;5;4;5;2;2;5;0;4;5;2;3;0;5;2;0;0;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1;0.4;0.8;1;0;3.2;B;B;B;B;C;C;B;A;E;D;C;C;B;B;K;E;A;;B;;B;B;A;B;B;A;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DABCADBBBADBBDADCCADACCBCAAACA;ADDBBACCCCDDDDCBACDABBCDADABDA;BCBADDCDBBCDABBDDCDDDBBDDBDDAC;CBABBDDDDDAABCBACDADACCBCCCAAB;201912;201909;201911;201910;15;1;1;0;0;1;1;1;1;22;180006017186;115;108;98;92;4;1;5;3;5;5;5;5;5;1;5;5;5;5;2;1;1;5;1;3;0;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.6;1;1.2;1.2;0;5;B;A;B;B;B;B;B;A;K;E;B;A;A;D;K;F;A;;B;;B;B;A;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCABBAADBBBCAABBBBBBCBABCABC;ACCDBDBBBDDBBCCBBABAABBAADCBAD;BCBCBDACABADDDBBCACCACBABBDACC;DDAACAABAACBACDCCCDBADDCDCCBBD;201912;201909;201911;201910;15;1;1;1;0;1;1;1;1;31;180003734478;117;126;113;95;1;1;1;1;1;5;3;5;1;2;3;4;5;3;1;2;0;2;1;1;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS CASTANHAL;2019;1.4;1.6;1.6;1.8;0;6.4;B;A;B;C;B;C;A;A;L;A;C;A;A;A;K;E;A;;B;;B;B;A;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;AACAAABAACBBCDAABCACDABDCBACBA;BBBABACACCDDCCCCBBACBACBABDDAD;ACBABDDAABDDABCADADCDDAACBDDCC;BDBCADDBAABDBCDDABDADDDBCBADAC;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;19;180006172643;108;122;115;123;5;5;5;5;5;5;5;5;0;0;5;5;5;4;0;1;0;1;0;0;0;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.6;1.6;1.6;1.6;2;8.4;B;A;B;A;A;B;B;A;K;B;B;A;B;C;L;E;A;;B;;B;B;A;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DADACBBDDCABABDADBBADCCACBABAD;CABCDACBBBDBBCDBABCA*CDAADDBAC;DCBBBACCACDAABDBBACCDCBDCADBCC;ACBCACDACCDCADBBBACACCDACCBCDC;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;20;180006003788;102;119;120;103;5;5;5;5;4;5;5;5;5;0;5;5;5;0;5;5;0;5;3;3;0;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.4;1.4;1.2;1.6;0;5.6;C;A;B;C;B;B;A;A;G;D;A;C;B;C;J;F;A;;B;;B;B;A;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBBCDBCADABBDDBBADDCACCBDBCCB;DCCBCDCBCCCBBCCCCCCBA*BDCDAAAB;ADBABBDCABDBADBBDDADCCBACCDBAC;BBBDADBDBCCDDCBCACACABCCCCBDBB;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;23;180006052629;104;136;113;105;3;0;4;4;3;5;5;5;5;0;5;5;5;3;0;0;0;5;0;0;0;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.4;1.4;1.4;1.2;0;5.4;B;A;B;D;B;C;A;A;D;B;C;C;C;C;J;D;A;;B;;B;B;A;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;ADBAACDBAAABAAADCBAABCCBCBACCC;CBDCBAABCCDBBCCCCCCCBBBAADDDAD;ABBCDCABAADAAAACBADBADAACADDCA;BABCADDADACDAC.CACDAACDDBAABDC;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;19;180006030583;105;143;114;124;4;2;3;5;5;5;2;3;2;2;3;5;5;3;1;1;1;1;2;1;1;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.4;1;1.6;1.4;0.8;6.2;C;A;B;B;B;C;C;A;D;D;B;A;D;C;I;G;A;;B;;B;B;A;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DABCBCCCBDABCACAABBDDABAACBBAB;DBCDCACBCCCDBDCCCDCABDCDADACCA;ACBABAADABDAAABCBBADBABBCDBDAC;DAABABDBDDCCDADCBCADDDDAAADCCB;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;37;180006001224;100;111;110;104;3;4;3;3;4;5;5;4;2;2;4;4;4;4;0;0;1;1;1;0;0;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.6;1.4;1.2;1.2;1.6;7;E;A;B;B;B;B;B;A;D;A;A;A;D;C;J;F;A;;B;;B;B;A;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCAABCBADBCDABDBAADACBCDBAAD;ABDCBDCBACDDBCDCACBABBCCADCDAD;ACBDCDBCACDADABACADCCABBCADCCC;BAABADCACADCADBDBDABACDADDCCAD;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;22;180003744999;113;115;120;110;5;0;5;5;5;5;5;5;5;0;5;5;5;5;0;0;3;4;0;5;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS BREVES;2019;1.4;1.6;1.6;1.4;2;8;B;B;A;B;A;A;B;A;K;C;A;A;B;C;L;F;A;;B;;B;B;A;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;ADBCDDBCACBBCDAADBACBCCDBBCBBD;CBDCBACBCCDACDDACACCAABDADADAD;BCBACDBCCADDBDAABAADCADBCCDBDC;CDACBBCBCBBBACBDDDCCCBCADACDAA;201912;201909;201911;201910;15;1;1;1;0;1;1;1;1;26;180003964838;114;109;116;77;5;5;5;5;5;5;3;5;5;1;5;5;5;5;2;3;0;5;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS BELÉM;2019;1.6;1.6;1.4;1.4;1.8;7.8;B;B;B;G;D;C;C;A;K;E;B;A;D;C;J;E;A;;B;;B;B;A;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DACCABBCCDBBCDAADBBDDCCBCCACBC;ABDACAABCCDBBCCCCBDBBBCDADDAAB;ACBACDBCDADCADBAACBCDDBCCADBCC;BDACADDADBCBACDDACDDBADBCCABAC;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;24;180005955047;142;155;126;135;5;5;5;5;5;5;5;5;5;0;5;5;5;5;0;0;0;5;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS ABAETETUBA;2019;0.8;1.4;0.8;0.8;0;3.8;C;A;A;B;F;B;B;A;B;E;A;D;D;C;I;G;A;;B;;B;B;B;A;A;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCABA.BAAADBBAAACAABBABCDDAADC;DAAABCCBCBDDABBCCAACBADBADCAAD;ABBADABDADBBABACAAABBAABDCACAA;CACBCDADBDBCADDADCADDDCACBCBAA;201912;201909;201911;201910;15;0;1;0;0;1;1;1;1;41;180003957165;87;102;82;88;5;5;5;5;5;5;5;5;5;0;5;5;5;5;0;0;0;5;5;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS SANTARÉM;2019;1;1.6;1;0.8;0;4.4;B;B;B;A;C;B;B;A;K;B;A;A;B;D;J;E;A;;B;;B;B;B;A;B;A;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCBCDAACABCCABAABDDACDDBABBA;BBBBBDAACCCDABCDBADABACDADDCAA;BCBABACCBBDABABACACBABBBDADACC;CABCADDBADDBBCADACCCACCACBBADB;201912;201909;201911;201910;15;1;1;0;0;1;1;1;1;31;180003747691;111;115;115;96;2;3;3;3;3;3;3;2;3;3;2;3;2;3;3;2;4;3;2;4;3;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS CONCEIÇÃO DO ARAGUAIA;2019;1.2;1.6;1.4;1.4;0.6;6.2;B;A;B;C;D;C;B;A;G;B;B;A;A;C;L;E;A;;B;;B;B;B;A;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCAABBDCCBCDAACAADCACDAAACBB;CBDACACBCCDDACADCCBAAADDBBDCAC;BCAADDABBCADDDBCBCACADBCBDCAAD;CADBCDBACAACBCCADDBCD.CAAAB*CA;201912;201909;201911;201910;15;1;1;0;0;1;1;1;1;21;180005919197;122;100;86;88;4;4;5;5;4;5;3;5;4;2;5;5;5;3;2;1;4;5;1;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS BREVES;2019;1.4;1;1.2;1.4;0.4;5.4;C;A;B;A;A;C;B;A;E;C;C;A;D;B;H;F;A;;B;;B;B;B;A;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DABDADABACACCDAAAADCBBCACBACBB;ACCDDACBDCDDBCBCCBCABBBDCDABAD;BCABBBAAABACAAACBAADCBCACBDCDA;CDACDCDBDCAADDCDCAACDCCADCCDCA;201912;201909;201911;201910;15;1;1;0;0;1;1;1;1;41;180003761648;109;120;93;80;4;4;4;4;3;5;4;4;4;3;4;2;3;5;0;0;1;4;5;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS ITAITUBA;2019;1;1;1.2;1;0;4.2;C;A;B;G;F;B;B;A;C;D;A;A;D;A;J;E;A;;B;;B;B;B;A;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;CCBCADBDBBABCCADABAABDCDACACBD;DDACBAABCDCBACBACBCCBADDABABDB;ABBBCDCCBBABACBADAAADBDDCADBCD;CCBACDCBDCCACBDCACBBDDDBCBCDAB;201912;201909;201911;201910;15;1;0;0;1;1;1;1;1;28;180003819873;109;84;105;105;3;4;5;5;5;5;4;5;5;0;5;5;5;3;0;0;0;5;5;0;0;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.2;1.4;1.2;1.2;1.2;6.2;C;A;B;G;C;B;B;A;K;E;A;A;A;A;E;D;A;;B;;B;B;B;A;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCABBBBDCBCABACCDCABCDCCACAC;BBCB*BBCDCCDBCCBCBBACDCDADADAD;AABABCDABBDBBABDCBACBADBDBCDDA;BDCCADCDDBDBBCBAB*CCADDBCCCBBC;201912;201909;201911;201910;15;1;1;0;1;1;1;1;1;57;180003954388;114;124;90;110;5;5;5;5;5;5;5;5;1;0;4;5;5;3;1;1;0;5;5;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS ÓBIDOS;2019;1.4;1.8;1.2;1.2;1;6.6;B;A;A;A;A;B;B;A;L;E;D;A;B;D;J;E;A;;B;;B;B;B;A;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCADBCBDABACDBBABADACDCBDCBB;CABDBACCBBDBDCBBCDBACACACBABDD;ACBACADAAACBADDAADCACACACADBCC;DACBBBCDDDABACBABCDCAACACBDBDC;201912;201909;201911;201910;15;1;0;1;0;1;1;1;1;26;180006018407;110;83;110;73;5;4;5;5;4;5;4;5;3;2;5;5;5;5;0;5;0;5;0;0;0;2;1;1;1;1;1
